DWHName,IncomingFileName,FriendlyName,FileType,Affiliate,Brand,Data Granularity,Data Owner,Vendor Name,VendorContact,Source System Name,PullType,Data Business Owner,Data Technical Owner,Data Type,SubDataType,Data Set Description,File Location,LocatedIn,File Current Status,Deactivation Date,Reason For Deactivation,When is the File Sent,Load Frequency,File Pre Processed,Landing Zone Table Name,Transformation Layer Table Name,Reporting Layer table Name,Comment
Japan Datawarehouse,All Brands_899_Inventory_weekly,All Brands 899 Inventory Weekly,psv,Turkey,All Brands,"Rep, TA, HCP, Volume",Lakshya Mishra,IQVIA,iqvia408@company.com,Veeva CRM,Automated,jones@dr.com86@iqvia.com,akira503@vendor.net,Inventory Data,Regional Sales Data,"Contains inventory data for All Brands in Turkey, with fields: hcp, engagement, volume, revenue.",gcs/inventory/allbrands/turkey/,s3,Active,,,End of Quarter,Weekly,No,all_brands_turkey_inventory_z,all_brands_inventory_weekly_xform,,New processing pipeline in progress
US Datawarehouse,Diab_1_900_Engagement_qtr,Diab 1 900 Engagement Qtr,tsv,US,Diab_1,"Revenue, HCP, Brand",Ananya,IMS Health,ims391@dr.com,IQVIA,Automated,jones@dr.com363@iqvia.com,johanna@dr.com9@company.com,Engagement Data,Regional Sales Data,"Contains engagement data for Diab_1 in US, with fields: ta, rep.",gcs/engagement/diab_1/us/,adls,Active,,,End of Quarter,Quarterly,Yes,diab_1_us_engagement_z,diab_1_engagement_quarterly_xform,,This file is set to expire by end of 2025
Japan Datawarehouse,Diab_1_901_Claims_daily,Diab 1 901 Claims Daily,json,US,Diab_1,"Revenue, Engagement, Units, TA",Smith,IQVIA,iqvia369@company.com,Veeva CRM,Automated,smith@dr.com382@iqvia.com,johanna@dr.com796@veeva.com,Claims Data,Monthly Claims Summary,"Contains claims data for Diab_1 in US, with fields: hcp, price, rep, volume.",s3/claims/diab_1/us/,adls,Inactive,09/13/2023,Contract expired on 09/13/2023,End of Quarter,Daily,No,diab_1_us_claims_z,diab_1_claims_daily_xform,diab_1_claims_us_metrics_rpt,This file is set to expire by end of 2025
US Datawarehouse,All Brands_902_Engagement_weekly,All Brands 902 Engagement Weekly,csv,Turkey,All Brands,"TA, Country, Price, Engagement, Region",Sridhar,IQVIA,iqvia763@veeva.com,IQVIA,SFTP Drop,smith@dr.com609@iqvia.com,akira784@veeva.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for All Brands in Turkey, with fields: volume, rep, engagement, hcp.",s3/engagement/allbrands/turkey/,s3,Active,,,Beginning of week,Weekly,Yes,all_brands_turkey_engagement_z,all_brands_engagement_weekly_xform,all_brands_engagement_turkey_m_rpt,PII masked at source
APAC Datawarehouse,Respira_903_Engagement_qtr,Respira 903 Engagement Qtr,csv,Turkey,Respira,"Engagement, Brand, Units",Sridhar,IQVIA,iqvia128@dr.com,IQVIA,Automated,jones@dr.com548@veeva.com,johanna@dr.com848@vendor.net,Engagement Data,Monthly Claims Summary,"Contains engagement data for Respira in Turkey, with fields: volume, revenue, hcp, price.",s3/engagement/respira/turkey/,s3,Inactive,02/10/2023,Contract expired on 02/10/2023,End of week,Quarterly,No,respira_turkey_engagement_z,respira_engagement_quarterly_xform,respira_engagement_turkey_metr_rpt,New processing pipeline in progress
Global Datawarehouse,OncoPro_904_Sales_monthly,Oncopro 904 Sales Monthly,psv,China,OncoPro,"Revenue, Volume, Price, Rep",Sridhar,Veeva,veeva836@vendor.net,IQVIA,Manual,smith@dr.com737@iqvia.com,smith408@dr.com,Sales Data,Regional Sales Data,"Contains sales data for OncoPro in China, with fields: rep, revenue, engagement.",gcs/sales/oncopro/china/,adls,Active,,,Beginning of week,Monthly,No,oncopro_china_sales_z,oncopro_sales_monthly_xform,oncopro_sales_china_metrics_rpt,PII masked at source
Global Datawarehouse,All Brands_905_Sales_weekly,All Brands 905 Sales Weekly,psv,Turkey,All Brands,"Country, Rep, Region, HCP",Lakshya Mishra,Veeva,veeva841@veeva.com,IQVIA,Manual,smith@dr.com593@company.com,johanna@dr.com235@veeva.com,Sales Data,Regional Sales Data,"Contains sales data for All Brands in Turkey, with fields: region, ta, revenue, volume.",adls/sales/allbrands/turkey/,adls,Active,,,End of Quarter,Weekly,No,all_brands_turkey_sales_z,all_brands_sales_weekly_xform,all_brands_sales_turkey_metric_rpt,This file is set to expire by end of 2025
APAC Datawarehouse,Diab_1_906_Sales_qtr,Diab 1 906 Sales Qtr,csv,US,Diab_1,"Rep, Country, Price",Johanna,IMS Health,ims517@dr.com,Veeva CRM,Manual,smith@dr.com756@vendor.net,johanna@dr.com960@vendor.net,Sales Data,Regional Sales Data,"Contains sales data for Diab_1 in US, with fields: ta, price.",adls/sales/diab_1/us/,s3,Inactive,11/17/2024,Contract expired on 11/17/2024,Monthly,Quarterly,Yes,diab_1_us_sales_z,diab_1_sales_quarterly_xform,diab_1_sales_us_metrics_rpt,Backfill required for last 3 months
Japan Datawarehouse,All Brands_907_Claims_monthly,All Brands 907 Claims Monthly,xlsx,US,All Brands,"Rep, Volume, HCP",Lakshya Mishra,IQVIA,iqvia385@veeva.com,Veeva CRM,API Pull,smith@dr.com242@dr.com,miguel708@veeva.com,Claims Data,Weekly Rep HCP Engagement Data,"Contains claims data for All Brands in US, with fields: rep, hcp, ta.",s3/claims/allbrands/us/,s3,Active,,,End of Quarter,Monthly,Yes,all_brands_us_claims_z,all_brands_claims_monthly_xform,all_brands_claims_us_metrics_rpt,New processing pipeline in progress
Japan Datawarehouse,Diab_1_908_Inventory_qtr,Diab 1 908 Inventory Qtr,parquet,India,Diab_1,"Region, Volume, Rep, HCP",Lakshya Mishra,IQVIA,iqvia470@vendor.net,IQVIA,Automated,jones@dr.com304@veeva.com,johanna@dr.com346@vendor.net,Inventory Data,Regional Sales Data,"Contains inventory data for Diab_1 in India, with fields: region, hcp, volume, revenue.",gcs/inventory/diab_1/india/,s3,Inactive,06/30/2023,Contract expired on 06/30/2023,End of Quarter,Quarterly,Yes,diab_1_india_inventory_z,diab_1_inventory_quarterly_xform,diab_1_inventory_india_metrics_rpt,New processing pipeline in progress
Global Datawarehouse,All Brands_909_Engagement_qtr,All Brands 909 Engagement Qtr,psv,Turkey,All Brands,"HCP, Country, Units, Region, Volume",Lakshya Mishra,Veeva,veeva626@dr.com,Veeva CRM,Automated,smith@dr.com574@dr.com,johanna@dr.com797@vendor.net,Engagement Data,Regional Sales Data,"Contains engagement data for All Brands in Turkey, with fields: engagement, price, rep, ta.",gcs/engagement/allbrands/turkey/,s3,Deprecated,05/08/2024,Replaced by new pipeline on 05/08/2024,End of Quarter,Quarterly,Yes,all_brands_turkey_engagement_z,all_brands_engagement_quarterl_xform,all_brands_engagement_turkey_m_rpt,Schema change expected next quarter
Global Datawarehouse,All Brands_910_Engagement_weekly,All Brands 910 Engagement Weekly,psv,Turkey,All Brands,"Region, Units, Country",Lakshya Mishra,Veeva,veeva822@veeva.com,IQVIA,Automated,smith@dr.com896@iqvia.com,johanna@dr.com500@vendor.net,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for All Brands in Turkey, with fields: volume, ta, engagement.",s3/engagement/allbrands/turkey/,s3,Inactive,03/28/2024,Contract expired on 03/28/2024,End of Month,Weekly,Yes,all_brands_turkey_engagement_z,all_brands_engagement_weekly_xform,all_brands_engagement_turkey_m_rpt,PII masked at source
US Datawarehouse,All Brands_911_Engagement_qtr,All Brands 911 Engagement Qtr,psv,US,All Brands,"Revenue, Engagement, TA, Country",Lakshya Mishra,IQVIA,iqvia523@veeva.com,IQVIA,Manual,jones@dr.com987@company.com,johanna@dr.com374@vendor.net,Engagement Data,Regional Sales Data,"Contains engagement data for All Brands in US, with fields: price, ta.",gcs/engagement/allbrands/us/,adls,Inactive,04/05/2024,Contract expired on 04/05/2024,Beginning of week,Quarterly,No,all_brands_us_engagement_z,all_brands_engagement_quarterl_xform,all_brands_engagement_us_metri_rpt,Backfill required for last 3 months
Global Datawarehouse,All Brands_912_Marketing_qtr,All Brands 912 Marketing Qtr,psv,Turkey,All Brands,"HCP, Engagement, Brand, Units, Rep",Sridhar,IQVIA,iqvia232@dr.com,IQVIA,Manual,jones@dr.com368@company.com,johanna@dr.com119@veeva.com,Marketing Data,Weekly Rep HCP Engagement Data,"Contains marketing data for All Brands in Turkey, with fields: ta, hcp, region.",gcs/marketing/allbrands/turkey/,s3,Active,,,Monthly,Quarterly,No,all_brands_turkey_marketing_z,all_brands_marketing_quarterly_xform,all_brands_marketing_turkey_me_rpt,PII masked at source
Japan Datawarehouse,Diab_1_913_Sales_qtr,Diab 1 913 Sales Qtr,psv,Spain,Diab_1,"Engagement, Region, Units, Rep",Sridhar,Veeva,veeva37@iqvia.com,IQVIA,Automated,johanna776@veeva.com,johanna@dr.com444@vendor.net,Sales Data,Regional Sales Data,"Contains sales data for Diab_1 in Spain, with fields: volume, rep, ta.",s3/sales/diab_1/spain/,s3,Active,,,Beginning of week,Quarterly,No,diab_1_spain_sales_z,diab_1_sales_quarterly_xform,diab_1_sales_spain_metrics_rpt,This file is set to expire by end of 2025
EU Datawarehouse,CardioX_914_Sales_weekly,Cardiox 914 Sales Weekly,psv,China,CardioX,"Rep, Engagement, TA, Country",Jones,IMS Health,ims91@iqvia.com,Veeva CRM,Automated,jones@dr.com210@vendor.net,johanna@dr.com455@company.com,Sales Data,Regional Sales Data,"Contains sales data for CardioX in China, with fields: volume, price, rep.",adls/sales/cardiox/china/,s3,Active,,,Monthly,Weekly,Yes,cardiox_china_sales_z,cardiox_sales_weekly_xform,cardiox_sales_china_metrics_rpt,Schema change expected next quarter
Japan Datawarehouse,Dermalix_915_Claims_qtr,Dermalix 915 Claims Qtr,psv,US,Dermalix,"Brand, Price, Region",Sridhar,Veeva,veeva53@iqvia.com,Veeva CRM,SFTP Drop,jones@dr.com351@dr.com,johanna@dr.com340@iqvia.com,Claims Data,Regional Sales Data,"Contains claims data for Dermalix in US, with fields: region, rep.",adls/claims/dermalix/us/,s3,Active,,,Monthly,Quarterly,No,dermalix_us_claims_z,dermalix_claims_quarterly_xform,dermalix_claims_us_metrics_rpt,Schema change expected next quarter
LATAM Datawarehouse,All Brands_916_Sales_weekly,All Brands 916 Sales Weekly,csv,Turkey,All Brands,"TA, Revenue, Region",Sridhar,IQVIA,iqvia958@vendor.net,Veeva CRM,Manual,jones@dr.com395@veeva.com,johanna@dr.com463@veeva.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for All Brands in Turkey, with fields: region, hcp, engagement.",s3/sales/allbrands/turkey/,s3,Inactive,01/19/2024,Contract expired on 01/19/2024,Monthly,Weekly,Yes,all_brands_turkey_sales_z,all_brands_sales_weekly_xform,,PII masked at source
Japan Datawarehouse,Diab_1_917_Claims_weekly,Diab 1 917 Claims Weekly,psv,Japan,Diab_1,"Country, Units, Revenue",Lakshya Mishra,AWS Data Exchange,aws951@iqvia.com,Veeva CRM,Automated,smith@dr.com611@company.com,johanna@dr.com57@veeva.com,Claims Data,Weekly Rep HCP Engagement Data,"Contains claims data for Diab_1 in Japan, with fields: hcp, ta.",s3/claims/diab_1/japan/,s3,Inactive,03/29/2025,Contract expired on 03/29/2025,Monthly,Weekly,No,diab_1_japan_claims_z,diab_1_claims_weekly_xform,diab_1_claims_japan_metrics_rpt,This file is set to expire by end of 2025
US Datawarehouse,Diab_1_918_Inventory_daily,Diab 1 918 Inventory Daily,csv,Turkey,Diab_1,"Engagement, Units, Country, Rep, Region",Sridhar,IQVIA,iqvia155@iqvia.com,Veeva CRM,Automated,smith@dr.com362@veeva.com,miguel146@company.com,Inventory Data,Weekly Rep HCP Engagement Data,"Contains inventory data for Diab_1 in Turkey, with fields: engagement, revenue.",gcs/inventory/diab_1/turkey/,s3,Active,,,End of Month,Daily,No,diab_1_turkey_inventory_z,diab_1_inventory_daily_xform,diab_1_inventory_turkey_metric_rpt,Backfill required for last 3 months
Japan Datawarehouse,All Brands_919_Engagement_weekly,All Brands 919 Engagement Weekly,psv,Turkey,All Brands,"Brand, Region, TA, Rep, Country",Sridhar,AWS Data Exchange,aws223@iqvia.com,SAP BW,Manual,jones@dr.com386@iqvia.com,smith285@veeva.com,Engagement Data,Regional Sales Data,"Contains engagement data for All Brands in Turkey, with fields: engagement, ta, rep.",adls/engagement/allbrands/turkey/,s3,Inactive,09/18/2024,Contract expired on 09/18/2024,End of Quarter,Weekly,Yes,all_brands_turkey_engagement_z,all_brands_engagement_weekly_xform,all_brands_engagement_turkey_m_rpt,PII masked at source
Global Datawarehouse,Respira_920_Sales_qtr,Respira 920 Sales Qtr,csv,US,Respira,"Country, HCP, Volume, Price, Revenue",Akira,IQVIA,iqvia411@company.com,Salesforce,Manual,jones@dr.com918@iqvia.com,johanna@dr.com95@company.com,Sales Data,Campaign Metrics,"Contains sales data for Respira in US, with fields: revenue, engagement, ta, price.",adls/sales/respira/us/,s3,Inactive,08/02/2023,Contract expired on 08/02/2023,End of Quarter,Quarterly,No,respira_us_sales_z,respira_sales_quarterly_xform,respira_sales_us_metrics_rpt,This file is set to expire by end of 2025
Japan Datawarehouse,NeuroMax_921_Engagement_qtr,Neuromax 921 Engagement Qtr,csv,US,NeuroMax,"TA, Revenue, HCP",Sridhar,IQVIA,iqvia266@company.com,Veeva CRM,Manual,smith@dr.com474@dr.com,johanna@dr.com344@dr.com,Engagement Data,Regional Sales Data,"Contains engagement data for NeuroMax in US, with fields: rep, volume, region, price.",gcs/engagement/neuromax/us/,s3,Active,,,Beginning of week,Quarterly,Yes,neuromax_us_engagement_z,neuromax_engagement_quarterly_xform,neuromax_engagement_us_metrics_rpt,Backfill required for last 3 months
Global Datawarehouse,All Brands_922_Engagement_qtr,All Brands 922 Engagement Qtr,psv,Turkey,All Brands,"Rep, TA, Engagement, Country, Brand",Sridhar,Veeva,veeva338@dr.com,IQVIA,Manual,jones@dr.com327@veeva.com,lakshya729@veeva.com,Engagement Data,Regional Sales Data,"Contains engagement data for All Brands in Turkey, with fields: engagement, ta, volume.",s3/engagement/allbrands/turkey/,s3,Active,,,End of Quarter,Quarterly,No,all_brands_turkey_engagement_z,all_brands_engagement_quarterl_xform,,Backfill required for last 3 months
LATAM Datawarehouse,All Brands_923_Engagement_qtr,All Brands 923 Engagement Qtr,csv,Turkey,All Brands,"TA, HCP, Revenue, Units, Region",Sridhar,AWS Data Exchange,aws79@company.com,IQVIA,Manual,smith@dr.com320@vendor.net,lakshya588@veeva.com,Engagement Data,Regional Sales Data,"Contains engagement data for All Brands in Turkey, with fields: volume, hcp, price, rep.",adls/engagement/allbrands/turkey/,s3,Active,,,End of week,Biweekly,Yes,all_brands_turkey_engagement_z,all_brands_engagement_biweekly_xform,all_brands_engagement_turkey_m_rpt,Backfill required for last 3 months
US Datawarehouse,All Brands_924_Marketing_qtr,All Brands 924 Marketing Qtr,csv,Turkey,All Brands,"Brand, Price, Engagement",Sridhar,AWS Data Exchange,aws691@vendor.net,Veeva CRM,Manual,chen745@company.com,johanna@dr.com302@veeva.com,Marketing Data,Regional Sales Data,"Contains marketing data for All Brands in Turkey, with fields: rep, engagement.",adls/marketing/allbrands/turkey/,s3,Inactive,08/17/2024,Contract expired on 08/17/2024,Beginning of week,Biweekly,No,all_brands_turkey_marketing_z,all_brands_marketing_biweekly_xform,all_brands_marketing_turkey_me_rpt,PII masked at source
US Datawarehouse,All Brands_925_Engagement_daily,All Brands 925 Engagement Daily,psv,US,All Brands,"HCP, Units, Engagement, Country",Sridhar,Snowflake External,snowflake82@dr.com,Veeva CRM,Manual,smith@dr.com971@company.com,johanna@dr.com968@veeva.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for All Brands in US, with fields: revenue, hcp.",gcs/engagement/allbrands/us/,s3,Deprecated,01/07/2024,Replaced by new pipeline on 01/07/2024,End of Quarter,Daily,No,all_brands_us_engagement_z,all_brands_engagement_daily_xform,all_brands_engagement_us_metri_rpt,Schema change expected next quarter
Japan Datawarehouse,All Brands_926_Sales_qtr,All Brands 926 Sales Qtr,csv,Turkey,All Brands,"Country, Units, Revenue, Brand",Lakshya Mishra,Veeva,veeva931@iqvia.com,IQVIA,Manual,lakshya189@company.com,johanna@dr.com28@vendor.net,Sales Data,Regional Sales Data,"Contains sales data for All Brands in Turkey, with fields: rep, revenue, volume.",s3/sales/allbrands/turkey/,s3,Inactive,07/31/2023,Contract expired on 07/31/2023,End of Quarter,Quarterly,No,all_brands_turkey_sales_z,all_brands_sales_quarterly_xform,all_brands_sales_turkey_metric_rpt,Backfill required for last 3 months
Global Datawarehouse,All Brands_927_Sales_weekly,All Brands 927 Sales Weekly,parquet,US,All Brands,"Units, TA, Revenue",Sridhar,Veeva,veeva351@iqvia.com,Veeva CRM,Automated,jones@dr.com92@iqvia.com,akira161@veeva.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for All Brands in US, with fields: engagement, hcp.",s3/sales/allbrands/us/,adls,Inactive,02/26/2023,Contract expired on 02/26/2023,Monthly,Weekly,No,all_brands_us_sales_z,all_brands_sales_weekly_xform,,New processing pipeline in progress
LATAM Datawarehouse,All Brands_928_Engagement_weekly,All Brands 928 Engagement Weekly,xlsx,China,All Brands,"HCP, TA, Price",Sridhar,Veeva,veeva185@company.com,IQVIA,Automated,jones@dr.com413@veeva.com,johanna@dr.com997@company.com,Engagement Data,Regional Sales Data,"Contains engagement data for All Brands in China, with fields: price, ta.",s3/engagement/allbrands/china/,adls,Inactive,09/27/2024,Contract expired on 09/27/2024,Beginning of week,Weekly,No,all_brands_china_engagement_z,all_brands_engagement_weekly_xform,all_brands_engagement_china_me_rpt,PII masked at source
US Datawarehouse,All Brands_929_Claims_qtr,All Brands 929 Claims Qtr,csv,Turkey,All Brands,"TA, Rep, Region, Volume, Engagement",Sridhar,IQVIA,iqvia346@veeva.com,IQVIA,Manual,jones@dr.com96@iqvia.com,johanna@dr.com925@company.com,Claims Data,Regional Sales Data,"Contains claims data for All Brands in Turkey, with fields: hcp, region.",gcs/claims/allbrands/turkey/,s3,Active,,,Monthly,Quarterly,No,all_brands_turkey_claims_z,all_brands_claims_quarterly_xform,,Backfill required for last 3 months
Japan Datawarehouse,All Brands_930_Claims_weekly,All Brands 930 Claims Weekly,psv,US,All Brands,"Units, Price, HCP, Rep, Country",Sridhar,Veeva,veeva125@veeva.com,Veeva CRM,Automated,akira818@dr.com,jones67@vendor.net,Claims Data,Regional Sales Data,"Contains claims data for All Brands in US, with fields: volume, hcp, rep.",adls/claims/allbrands/us/,s3,Inactive,07/08/2024,Contract expired on 07/08/2024,Beginning of week,Weekly,Yes,all_brands_us_claims_z,all_brands_claims_weekly_xform,all_brands_claims_us_metrics_rpt,Schema change expected next quarter
Global Datawarehouse,CardioX_931_Engagement_weekly,Cardiox 931 Engagement Weekly,tsv,Mexico,CardioX,"Engagement, Volume, Rep, Country, HCP",Lakshya Mishra,Veeva,veeva473@vendor.net,IQVIA,API Pull,akira263@vendor.net,johanna672@company.com,Engagement Data,Regional Sales Data,"Contains engagement data for CardioX in Mexico, with fields: ta, rep, region.",gcs/engagement/cardiox/mexico/,s3,Pilot,,,Beginning of week,Weekly,No,cardiox_mexico_engagement_z,cardiox_engagement_weekly_xform,cardiox_engagement_mexico_metr_rpt,Schema change expected next quarter
US Datawarehouse,OncoPro_932_Sales_weekly,Oncopro 932 Sales Weekly,csv,Brazil,OncoPro,"Rep, Brand, Price, Units, Engagement",Lakshya Mishra,Veeva,veeva261@vendor.net,IQVIA,Automated,smith287@company.com,maria845@iqvia.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for OncoPro in Brazil, with fields: price, hcp, revenue, engagement.",gcs/sales/oncopro/brazil/,adls,Active,,,Monthly,Weekly,Yes,oncopro_brazil_sales_z,oncopro_sales_weekly_xform,oncopro_sales_brazil_metrics_rpt,New processing pipeline in progress
US Datawarehouse,Dermalix_933_Marketing_weekly,Dermalix 933 Marketing Weekly,psv,Mexico,Dermalix,"Price, Country, Engagement",Sridhar,IQVIA,iqvia68@iqvia.com,Veeva CRM,Automated,smith@dr.com611@vendor.net,johanna@dr.com636@dr.com,Marketing Data,Regional Sales Data,"Contains marketing data for Dermalix in Mexico, with fields: hcp, volume.",gcs/marketing/dermalix/mexico/,s3,Inactive,07/19/2024,Contract expired on 07/19/2024,End of Month,Weekly,Yes,dermalix_mexico_marketing_z,dermalix_marketing_weekly_xform,dermalix_marketing_mexico_metr_rpt,Schema change expected next quarter
EU Datawarehouse,Diab_1_934_Engagement_qtr,Diab 1 934 Engagement Qtr,xlsx,US,Diab_1,"Revenue, TA, Units, HCP",Lakshya Mishra,IQVIA,iqvia989@vendor.net,Veeva CRM,Automated,jones@dr.com669@iqvia.com,johanna@dr.com659@iqvia.com,Engagement Data,Campaign Metrics,"Contains engagement data for Diab_1 in US, with fields: rep, hcp, volume.",s3/engagement/diab_1/us/,s3,Inactive,05/10/2025,Contract expired on 05/10/2025,Monthly,Quarterly,Yes,diab_1_us_engagement_z,diab_1_engagement_quarterly_xform,diab_1_engagement_us_metrics_rpt,Backfill required for last 3 months
Global Datawarehouse,All Brands_935_Sales_qtr,All Brands 935 Sales Qtr,csv,Canada,All Brands,"TA, Country, Units, Volume, Region",Lakshya Mishra,Veeva,veeva758@iqvia.com,IQVIA,Manual,jones@dr.com531@dr.com,miguel964@veeva.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for All Brands in Canada, with fields: revenue, rep, hcp.",gcs/sales/allbrands/canada/,s3,Deprecated,05/28/2025,Replaced by new pipeline on 05/28/2025,Monthly,Quarterly,Yes,all_brands_canada_sales_z,all_brands_sales_quarterly_xform,all_brands_sales_canada_metric_rpt,PII masked at source
US Datawarehouse,Diab_1_936_Engagement_qtr,Diab 1 936 Engagement Qtr,psv,US,Diab_1,"Brand, Region, Price, Units, TA",Sridhar,IQVIA,iqvia178@dr.com,IQVIA,Manual,jones@dr.com865@veeva.com,johanna@dr.com807@dr.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for Diab_1 in US, with fields: hcp, price.",s3/engagement/diab_1/us/,s3,Inactive,11/27/2023,Contract expired on 11/27/2023,End of week,Quarterly,No,diab_1_us_engagement_z,diab_1_engagement_quarterly_xform,diab_1_engagement_us_metrics_rpt,Backfill required for last 3 months
Japan Datawarehouse,All Brands_937_Sales_qtr,All Brands 937 Sales Qtr,psv,Turkey,All Brands,"Price, Engagement, Country",Lakshya Mishra,Veeva,veeva131@veeva.com,Veeva CRM,Automated,smith@dr.com553@iqvia.com,lakshya122@company.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for All Brands in Turkey, with fields: hcp, revenue, volume, rep.",s3/sales/allbrands/turkey/,s3,Inactive,09/02/2024,Contract expired on 09/02/2024,Middle of month,Quarterly,No,all_brands_turkey_sales_z,all_brands_sales_quarterly_xform,,PII masked at source
EU Datawarehouse,Diab_1_938_Engagement_weekly,Diab 1 938 Engagement Weekly,csv,Brazil,Diab_1,"Revenue, Region, Country, Units, Engagement",Lakshya Mishra,Snowflake External,snowflake757@vendor.net,Veeva CRM,Manual,jones827@iqvia.com,johanna@dr.com301@company.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for Diab_1 in Brazil, with fields: rep, ta.",s3/engagement/diab_1/brazil/,s3,Inactive,04/20/2023,Contract expired on 04/20/2023,Middle of month,Weekly,Yes,diab_1_brazil_engagement_z,diab_1_engagement_weekly_xform,diab_1_engagement_brazil_metri_rpt,PII masked at source
US Datawarehouse,Respira_939_Engagement_monthly,Respira 939 Engagement Monthly,psv,Germany,Respira,"HCP, Rep, Volume, Engagement, Units",Maria,Veeva,veeva726@veeva.com,Veeva CRM,Automated,smith@dr.com652@vendor.net,johanna@dr.com167@vendor.net,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for Respira in Germany, with fields: hcp, rep, volume, price.",adls/engagement/respira/germany/,s3,Inactive,06/17/2024,Contract expired on 06/17/2024,Beginning of week,Monthly,Yes,respira_germany_engagement_z,respira_engagement_monthly_xform,respira_engagement_germany_met_rpt,This file is set to expire by end of 2025
US Datawarehouse,All Brands_940_Inventory_qtr,All Brands 940 Inventory Qtr,psv,US,All Brands,"Region, Volume, Country, Engagement",Sridhar,IQVIA,iqvia892@iqvia.com,IQVIA,Automated,smith@dr.com361@dr.com,johanna@dr.com44@iqvia.com,Inventory Data,Weekly Rep HCP Engagement Data,"Contains inventory data for All Brands in US, with fields: rep, volume.",s3/inventory/allbrands/us/,gcs,Pilot,,,Beginning of week,Biweekly,Yes,all_brands_us_inventory_z,all_brands_inventory_biweekly_xform,all_brands_inventory_us_metric_rpt,PII masked at source
Global Datawarehouse,All Brands_941_Engagement_weekly,All Brands 941 Engagement Weekly,tsv,Spain,All Brands,"Units, TA, Region, HCP, Engagement",Sridhar,Snowflake External,snowflake543@company.com,Veeva CRM,Manual,smith@dr.com10@vendor.net,johanna@dr.com725@vendor.net,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for All Brands in Spain, with fields: revenue, hcp.",gcs/engagement/allbrands/spain/,s3,Pilot,,,Beginning of week,Weekly,Yes,all_brands_spain_engagement_z,all_brands_engagement_weekly_xform,all_brands_engagement_spain_me_rpt,PII masked at source
US Datawarehouse,Diab_1_942_Engagement_weekly,Diab 1 942 Engagement Weekly,psv,US,Diab_1,"HCP, Revenue, Engagement, Brand",Jones,IQVIA,iqvia68@vendor.net,Oracle EBS,Manual,smith@dr.com391@company.com,johanna@dr.com104@veeva.com,Engagement Data,Regional Sales Data,"Contains engagement data for Diab_1 in US, with fields: hcp, region.",gcs/engagement/diab_1/us/,s3,Active,,,Monthly,Weekly,Yes,diab_1_us_engagement_z,diab_1_engagement_weekly_xform,diab_1_engagement_us_metrics_rpt,New processing pipeline in progress
Global Datawarehouse,All Brands_943_Sales_weekly,All Brands 943 Sales Weekly,csv,US,All Brands,"TA, Engagement, Region",Lakshya Mishra,AWS Data Exchange,aws612@vendor.net,IQVIA,Manual,smith@dr.com506@vendor.net,johanna@dr.com587@vendor.net,Sales Data,Regional Sales Data,"Contains sales data for All Brands in US, with fields: ta, region.",adls/sales/allbrands/us/,s3,Inactive,09/24/2024,Contract expired on 09/24/2024,End of Month,Weekly,Yes,all_brands_us_sales_z,all_brands_sales_weekly_xform,all_brands_sales_us_metrics_rpt,This file is set to expire by end of 2025
Global Datawarehouse,Respira_944_Sales_weekly,Respira 944 Sales Weekly,parquet,US,Respira,"Country, Engagement, Revenue, Brand",Lakshya Mishra,IQVIA,iqvia69@company.com,IQVIA,Manual,sridhar909@company.com,johanna@dr.com135@veeva.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for Respira in US, with fields: rep, engagement.",gcs/sales/respira/us/,s3,Active,,,Monthly,Weekly,Yes,respira_us_sales_z,respira_sales_weekly_xform,respira_sales_us_metrics_rpt,New processing pipeline in progress
LATAM Datawarehouse,All Brands_945_Inventory_qtr,All Brands 945 Inventory Qtr,psv,Turkey,All Brands,"Volume, Engagement, HCP, TA, Region",Sridhar,IQVIA,iqvia77@veeva.com,IQVIA,Manual,jones@dr.com692@vendor.net,johanna@dr.com812@company.com,Inventory Data,Weekly Rep HCP Engagement Data,"Contains inventory data for All Brands in Turkey, with fields: volume, engagement, hcp.",gcs/inventory/allbrands/turkey/,s3,Deprecated,12/09/2024,Replaced by new pipeline on 12/09/2024,Monthly,Quarterly,No,all_brands_turkey_inventory_z,all_brands_inventory_quarterly_xform,all_brands_inventory_turkey_me_rpt,Backfill required for last 3 months
